filename,l*,a*,b*,skin_tone,undertone
img2278.jpg,51.24,12.83,16.31,medium,neutral
img7472.jpg,64.05,25.08,17.87,medium,warm
img5265.jpg,71.46,23.36,29.92,light,warm
img42.jpg,60.36,16.41,25.57,medium,warm
img6787.jpg,52.49,16.59,18.09,medium,warm
img1956.jpg,45.01,13.1,4.47,medium,unclassified
img2287.jpg,67.71,18.79,-6.0,medium,unclassified
img3199.jpg,64.04,16.59,17.37,medium,warm
img2293.jpg,53.33,16.38,19.66,medium,warm
img1942.jpg,52.72,6.23,29.96,medium,unclassified
img95.jpg,69.92,19.17,20.8,medium,warm
img4812.jpg,78.72,5.49,17.09,light,unclassified
img81.jpg,49.25,12.67,5.56,medium,unclassified
img353.jpg,78.37,16.06,20.01,light,warm
img6156.jpg,55.12,29.25,34.88,medium,warm
img4755.jpg,77.54,17.15,13.32,light,unclassified
img2442.jpg,70.04,16.72,22.95,light,warm
img5305.jpg,54.5,17.86,22.68,medium,warm
img7274.jpg,48.4,12.31,12.83,medium,unclassified
img3012.jpg,46.37,12.2,12.74,medium,unclassified
img7260.jpg,40.96,15.43,22.67,medium,warm
img1177.jpg,70.16,14.31,16.39,light,neutral
img7506.jpg,49.77,12.84,17.74,medium,neutral
img3953.jpg,60.97,19.48,16.76,medium,warm
img6195.jpg,40.77,17.14,21.25,medium,warm
img4782.jpg,74.0,8.81,11.69,light,cool
img5488.jpg,56.54,18.44,27.2,medium,warm
img6181.jpg,33.03,14.88,14.62,dark,neutral
img1188.jpg,80.16,16.91,15.12,light,warm
img6817.jpg,51.17,14.73,21.38,medium,unclassified
img227.jpg,70.92,16.06,13.14,light,unclassified
img6354.jpg,63.36,16.03,14.95,medium,unclassified
img6432.jpg,61.15,22.09,17.87,medium,warm
img2640.jpg,48.17,24.68,34.41,medium,warm
img4231.jpg,74.31,15.2,13.77,light,unclassified
img2898.jpg,52.22,12.69,11.83,medium,unclassified
img5891.jpg,61.9,17.57,20.14,medium,warm
img2126.jpg,34.24,10.66,8.29,dark,unclassified
img964.jpg,51.83,18.62,5.13,medium,unclassified
img6340.jpg,74.18,14.4,22.87,light,unclassified
img5661.jpg,62.87,18.81,11.85,medium,unclassified
img7076.jpg,41.2,29.16,29.39,medium,warm
img1361.jpg,74.22,7.77,-3.37,light,cool
img7062.jpg,71.82,18.41,16.8,light,warm
img5846.jpg,73.68,15.18,16.0,light,warm
img7089.jpg,52.54,32.13,22.87,medium,warm
img2683.jpg,64.51,18.28,24.83,medium,warm
img6383.jpg,78.79,13.87,18.19,light,neutral
img5852.jpg,48.38,10.6,6.14,medium,unclassified
img757.jpg,67.26,15.07,-3.73,medium,unclassified
img743.jpg,74.38,11.72,10.68,light,unclassified
img742.jpg,32.83,21.59,1.3,dark,unclassified
img756.jpg,51.22,22.56,28.34,medium,warm
img6382.jpg,60.76,10.26,12.83,medium,unclassified
img6396.jpg,65.95,17.1,18.4,medium,warm
img3563.jpg,63.92,17.26,29.8,medium,warm
img5674.jpg,70.59,13.5,12.67,light,unclassified
img959.jpg,76.73,13.52,8.8,light,unclassified
img7077.jpg,59.48,20.22,23.92,medium,warm
img6369.jpg,48.74,22.84,23.25,medium,warm
img5660.jpg,64.14,16.16,25.02,medium,warm
img5106.jpg,69.27,25.02,23.96,medium,warm
img1360.jpg,87.89,8.16,18.17,light,unclassified
img2899.jpg,76.25,15.16,14.08,light,unclassified
img4230.jpg,69.49,15.81,23.6,medium,warm
img965.jpg,58.99,12.82,12.27,medium,unclassified
img5890.jpg,50.42,13.74,5.23,medium,unclassified
img5884.jpg,72.22,11.65,11.43,light,unclassified
img6433.jpg,46.14,12.33,6.49,medium,unclassified
img2655.jpg,52.88,16.42,21.16,medium,warm
img6802.jpg,75.98,13.9,18.16,light,neutral
img6816.jpg,44.35,16.07,26.23,medium,warm
img1837.jpg,41.23,19.39,14.9,medium,unclassified
img6180.jpg,73.33,22.26,20.59,light,warm
img4797.jpg,62.68,20.53,21.27,medium,warm
img3946.jpg,64.04,14.16,23.45,medium,unclassified
img3952.jpg,66.23,19.45,17.74,medium,warm
img1823.jpg,42.65,10.21,12.13,medium,unclassified
img6194.jpg,59.38,21.24,25.01,medium,warm
img7261.jpg,64.06,19.71,26.97,medium,warm
img4768.jpg,72.59,13.69,23.92,light,unclassified
img3007.jpg,60.48,10.34,20.09,medium,unclassified
img5476.jpg,70.14,10.22,19.38,light,neutral
img5310.jpg,58.5,27.11,32.94,medium,warm
img3761.jpg,64.86,14.19,25.93,medium,unclassified
img7507.jpg,47.06,23.19,26.38,medium,warm
img6619.jpg,58.27,9.96,41.58,medium,unclassified
img5304.jpg,53.0,24.76,24.95,medium,warm
img3775.jpg,50.18,20.55,14.15,medium,unclassified
img3013.jpg,66.05,14.18,28.57,medium,unclassified
img5462.jpg,29.03,17.62,18.97,dark,warm
img597.jpg,69.18,19.32,14.06,medium,unclassified
img7275.jpg,31.72,16.13,16.27,dark,warm
img6143.jpg,71.16,11.9,18.84,light,neutral
img6625.jpg,53.03,21.09,20.99,medium,warm
img3985.jpg,45.31,16.3,17.72,medium,warm
img2443.jpg,62.07,17.09,27.27,medium,warm
img4032.jpg,51.94,21.07,25.72,medium,warm
img2457.jpg,37.93,16.35,10.35,dark,unclassified
img3749.jpg,42.21,38.93,39.26,medium,warm
img4026.jpg,50.69,20.85,24.98,medium,warm
img6631.jpg,75.14,11.25,20.35,light,unclassified
img1638.jpg,63.9,22.25,29.06,medium,warm
img7249.jpg,53.45,29.1,38.74,medium,warm
img4740.jpg,80.54,12.95,28.91,light,unclassified
img4998.jpg,66.25,19.41,19.86,medium,warm
img2331.jpg,70.33,13.67,18.8,light,neutral
img4807.jpg,54.91,14.96,11.77,medium,unclassified
img6976.jpg,51.24,18.85,22.33,medium,warm
img352.jpg,60.73,23.37,25.5,medium,warm
img80.jpg,61.02,18.21,18.28,medium,warm
img94.jpg,46.46,13.19,14.17,medium,neutral
img346.jpg,64.92,24.67,35.13,medium,warm
img2292.jpg,63.18,21.51,26.96,medium,warm
img3832.jpg,56.56,20.02,24.85,medium,warm
img4185.jpg,74.63,14.22,12.74,light,unclassified
img6792.jpg,64.28,18.31,11.02,medium,unclassified
img7498.jpg,48.38,8.56,9.79,medium,cool
img6786.jpg,32.08,13.55,9.36,dark,unclassified
img3826.jpg,61.54,13.64,26.14,medium,unclassified
img4191.jpg,70.0,12.71,17.69,medium,neutral
img3198.jpg,71.86,19.67,25.51,light,warm
img1957.jpg,79.53,9.81,30.06,light,unclassified
img7315.jpg,49.8,16.25,14.37,medium,unclassified
img5502.jpg,47.66,19.64,28.61,medium,warm
img3173.jpg,59.57,17.27,13.98,medium,unclassified
img43.jpg,69.72,12.83,11.28,medium,unclassified
img3615.jpg,72.48,17.77,22.41,light,warm
img5264.jpg,66.84,23.43,38.1,medium,warm
img1002.jpg,86.01,8.95,13.25,light,unclassified
img7473.jpg,85.45,9.18,5.61,light,cool
img6779.jpg,39.15,20.21,19.62,dark,warm
img7467.jpg,61.24,16.64,22.59,medium,warm
img57.jpg,76.12,13.45,15.27,light,neutral
img3601.jpg,52.46,25.22,24.8,medium,warm
img5270.jpg,57.95,19.03,11.09,medium,unclassified
img5516.jpg,69.25,3.39,8.51,medium,cool
img3167.jpg,84.4,6.73,3.07,light,cool
img4608.jpg,61.92,19.04,25.45,medium,warm
img7301.jpg,70.71,12.99,19.26,light,neutral
img1758.jpg,71.21,10.46,6.5,light,unclassified
img6037.jpg,44.9,16.52,8.62,medium,unclassified
img6751.jpg,66.15,13.18,4.45,medium,unclassified
img6989.jpg,62.87,24.04,20.97,medium,warm
img4146.jpg,54.48,18.46,25.55,medium,warm
img3629.jpg,78.09,11.85,13.82,light,neutral
img5258.jpg,78.24,13.6,20.9,light,unclassified
img2523.jpg,77.79,3.75,9.06,light,cool
img6745.jpg,36.41,14.99,13.92,dark,neutral
img1994.jpg,67.71,25.8,24.52,medium,warm
img6023.jpg,59.16,17.47,13.42,medium,unclassified
img2245.jpg,69.76,15.61,16.13,medium,warm
img2912.jpg,66.9,23.53,23.81,medium,warm
img150.jpg,65.13,15.39,18.55,medium,warm
img636.jpg,60.53,20.16,29.18,medium,warm
img622.jpg,64.67,17.25,21.92,medium,warm
img2906.jpg,75.76,11.76,8.78,light,unclassified
img6590.jpg,45.71,16.32,12.19,medium,unclassified
img5099.jpg,83.5,7.64,8.29,light,cool
img5927.jpg,57.07,40.74,48.89,medium,warm
img1599.jpg,67.77,24.93,30.39,medium,warm
img5933.jpg,72.61,17.48,17.61,light,warm
img4393.jpg,75.83,11.63,17.42,light,neutral
img6584.jpg,65.68,9.08,15.33,medium,unclassified
img178.jpg,67.77,19.04,20.9,medium,warm
img193.jpg,62.93,13.79,24.4,medium,unclassified
img1200.jpg,45.12,22.9,30.07,medium,warm
img5066.jpg,43.79,9.44,7.27,medium,cool
img2709.jpg,59.11,22.05,25.73,medium,warm
img3417.jpg,69.88,8.07,7.38,medium,cool
img4378.jpg,63.51,9.96,15.73,medium,unclassified
img6209.jpg,69.91,17.07,10.81,medium,unclassified
img1566.jpg,59.42,17.0,12.26,medium,unclassified
img7117.jpg,50.06,17.31,22.33,medium,warm
img839.jpg,72.4,13.05,19.13,light,neutral
img7103.jpg,51.89,17.25,5.65,medium,unclassified
img3365.jpg,57.31,18.04,27.73,medium,warm
img5714.jpg,65.59,14.11,10.48,medium,unclassified
img5072.jpg,58.29,16.66,25.56,medium,warm
img3403.jpg,59.71,13.11,13.67,medium,neutral
img7665.jpg,57.83,27.85,10.86,medium,unclassified
img2735.jpg,67.29,17.17,16.03,medium,warm
img4344.jpg,43.37,15.84,17.97,medium,warm
img6553.jpg,68.45,15.17,22.83,medium,warm
img6235.jpg,58.09,24.58,21.34,medium,warm
img811.jpg,69.05,17.76,13.36,medium,unclassified
img4422.jpg,71.86,15.02,31.95,light,warm
img2053.jpg,62.89,12.58,25.56,medium,unclassified
img4436.jpg,56.32,24.91,40.65,medium,warm
img3359.jpg,49.5,17.44,16.44,medium,warm
img2047.jpg,72.4,18.32,17.11,light,warm
img5728.jpg,54.66,26.29,28.23,medium,warm
img6221.jpg,68.41,15.79,15.41,medium,warm
img7659.jpg,43.95,23.33,22.23,medium,warm
img6547.jpg,55.49,28.87,31.81,medium,warm
img2721.jpg,47.42,19.91,32.38,medium,warm
img4350.jpg,59.36,15.81,28.87,medium,warm
img1210.jpg,57.46,24.67,32.51,medium,warm
img3407.jpg,68.64,16.45,16.09,medium,warm
img4368.jpg,67.17,14.3,18.41,medium,neutral
img5076.jpg,55.56,19.85,21.6,medium,warm
img5710.jpg,46.68,16.11,28.07,medium,warm
img3361.jpg,61.44,13.72,8.78,medium,unclassified
img7113.jpg,61.66,13.59,14.84,medium,neutral
img829.jpg,77.97,3.47,7.2,light,cool
img5704.jpg,58.17,17.57,18.04,medium,warm
img3375.jpg,69.1,8.44,9.34,medium,cool
img3413.jpg,67.81,12.52,16.2,medium,neutral
img5062.jpg,39.67,20.27,14.71,dark,unclassified
img1204.jpg,49.5,23.23,15.89,medium,warm
img7675.jpg,54.56,24.77,13.54,medium,unclassified
img197.jpg,56.64,18.29,11.83,medium,unclassified
img4354.jpg,83.31,8.24,9.42,light,cool
img2725.jpg,31.01,16.44,13.5,dark,unclassified
img6543.jpg,74.82,17.22,30.96,light,warm
img6225.jpg,52.37,18.47,3.49,medium,unclassified
img2043.jpg,48.99,25.98,28.67,medium,warm
img4432.jpg,74.32,22.77,31.58,light,warm
img2057.jpg,65.33,17.27,23.32,medium,warm
img4426.jpg,67.62,20.82,28.86,medium,warm
img3349.jpg,47.22,2.97,10.32,medium,cool
img815.jpg,80.73,6.31,15.79,light,unclassified
img6231.jpg,29.88,16.97,24.01,dark,warm
img6557.jpg,70.45,15.47,22.58,light,warm
img7649.jpg,64.6,26.23,28.96,medium,warm
img4340.jpg,57.89,15.6,12.71,medium,unclassified
img2731.jpg,65.69,14.04,11.68,medium,unclassified
img2902.jpg,72.49,20.15,14.66,light,unclassified
img140.jpg,65.22,17.5,23.33,medium,warm
img154.jpg,67.56,17.34,21.13,medium,warm
img6580.jpg,54.83,-1.53,10.82,medium,cool
img5937.jpg,47.39,12.12,24.2,medium,unclassified
img2080.jpg,75.72,12.3,15.25,light,neutral
img1589.jpg,24.23,19.48,14.32,dark,unclassified
img5923.jpg,65.79,10.69,21.82,medium,unclassified
img2094.jpg,71.45,14.66,17.99,light,neutral
img4383.jpg,69.42,9.17,5.03,medium,cool
img6594.jpg,71.46,15.5,23.49,light,warm
img1774.jpg,67.14,16.3,25.69,medium,warm
img7305.jpg,60.11,22.9,26.51,medium,warm
img5512.jpg,69.86,17.09,15.71,medium,warm
img5274.jpg,72.78,5.63,7.04,light,cool
img53.jpg,70.2,14.76,20.9,light,unclassified
img3605.jpg,59.51,16.67,16.69,medium,warm
img381.jpg,53.38,17.33,16.72,medium,warm
img7463.jpg,69.81,16.8,10.48,medium,unclassified
img1012.jpg,64.07,10.96,15.73,medium,neutral
img395.jpg,60.8,10.88,10.91,medium,unclassified
img7477.jpg,32.31,19.46,23.79,dark,warm
img6769.jpg,28.3,9.0,15.47,dark,unclassified
img1006.jpg,72.48,13.97,18.59,light,neutral
img5260.jpg,52.88,23.2,21.2,medium,warm
img47.jpg,68.75,15.17,9.35,medium,unclassified
img3611.jpg,69.79,25.36,29.18,medium,warm
img3177.jpg,55.89,15.72,30.55,medium,warm
img4618.jpg,52.44,17.81,14.77,medium,unclassified
img2269.jpg,69.06,4.99,14.39,medium,unclassified
img7311.jpg,57.34,12.31,16.52,medium,neutral
img4630.jpg,52.35,23.21,23.32,medium,warm
img2241.jpg,70.67,11.45,19.36,light,neutral
img1748.jpg,60.01,21.88,29.54,medium,warm
img7339.jpg,56.41,18.51,15.61,medium,warm
img6999.jpg,66.78,20.63,15.3,medium,warm
img6741.jpg,40.7,28.46,37.21,medium,warm
img2527.jpg,58.04,18.94,20.85,medium,warm
img5248.jpg,50.68,8.94,14.83,medium,unclassified
img4156.jpg,46.55,20.82,23.55,medium,warm
img2533.jpg,72.61,7.53,17.42,light,unclassified
img4142.jpg,61.34,15.85,15.23,medium,warm
img6755.jpg,58.62,18.94,13.8,medium,unclassified
img6033.jpg,30.02,14.99,9.61,dark,unclassified
img2255.jpg,68.01,20.32,16.65,medium,warm
img4817.jpg,66.93,13.71,20.57,medium,unclassified
img342.jpg,74.64,19.51,27.49,light,warm
img6966.jpg,62.82,11.21,16.36,medium,neutral
img90.jpg,64.45,18.75,10.82,medium,unclassified
img84.jpg,63.63,16.3,13.84,medium,unclassified
img356.jpg,74.88,18.27,22.13,light,warm
img6972.jpg,45.72,19.96,15.92,medium,warm
img4803.jpg,48.11,10.9,26.35,medium,unclassified
img1953.jpg,54.74,10.18,7.03,medium,unclassified
img4195.jpg,61.76,17.73,17.13,medium,warm
img3822.jpg,44.6,16.89,21.83,medium,warm
img6782.jpg,43.13,17.35,19.02,medium,warm
img6796.jpg,53.49,18.35,15.82,medium,warm
img7488.jpg,60.01,18.41,16.39,medium,warm
img4181.jpg,57.98,17.21,14.43,medium,unclassified
img3836.jpg,73.41,14.19,17.45,light,neutral
img2296.jpg,72.46,11.56,16.74,light,neutral
img1947.jpg,68.89,18.83,20.64,medium,warm
img593.jpg,67.54,15.74,18.36,medium,warm
img7271.jpg,63.47,12.65,17.92,medium,neutral
img5466.jpg,36.21,2.2,9.3,dark,cool
img5300.jpg,55.88,21.47,27.23,medium,warm
img1166.jpg,65.75,16.71,23.28,medium,warm
img6609.jpg,47.91,16.64,26.28,medium,warm
img7517.jpg,52.03,22.2,25.25,medium,warm
img1172.jpg,76.35,8.73,11.51,light,cool
img7503.jpg,62.49,3.32,21.64,medium,unclassified
img3765.jpg,69.1,10.81,20.63,medium,unclassified
img5314.jpg,42.91,16.24,18.14,medium,warm
img5472.jpg,48.03,17.02,21.85,medium,warm
img3003.jpg,52.39,28.94,36.59,medium,warm
img587.jpg,46.32,15.71,8.43,medium,unclassified
img7265.jpg,50.26,13.57,23.37,medium,unclassified
img1614.jpg,62.48,14.29,15.77,medium,neutral
img2335.jpg,63.43,11.62,8.31,medium,unclassified
img4744.jpg,55.68,23.78,22.88,medium,warm
img6153.jpg,58.35,32.76,35.26,medium,warm
img6635.jpg,68.72,16.8,16.98,medium,warm
img4022.jpg,47.44,28.09,34.63,medium,warm
img3995.jpg,56.3,14.86,16.34,medium,neutral
img2453.jpg,70.24,14.36,6.32,light,unclassified
img3759.jpg,55.2,14.64,22.12,medium,unclassified
img4036.jpg,39.15,6.37,11.38,dark,cool
img3981.jpg,51.4,18.71,21.25,medium,warm
img6621.jpg,53.65,16.62,17.25,medium,warm
img7259.jpg,42.47,20.35,29.62,medium,warm
img6147.jpg,62.8,13.2,21.96,medium,unclassified
img1628.jpg,69.81,23.17,22.53,medium,warm
img2321.jpg,59.16,17.48,21.62,medium,warm
img4988.jpg,67.18,13.07,12.65,medium,unclassified
img4750.jpg,80.28,10.88,27.53,light,unclassified
img550.jpg,73.08,18.45,23.13,light,warm
img236.jpg,50.58,6.59,-3.71,medium,cool
img6812.jpg,63.16,18.71,22.99,medium,warm
img544.jpg,44.62,11.45,8.07,medium,unclassified
img6190.jpg,68.62,19.25,25.55,medium,warm
img1827.jpg,80.26,16.82,19.51,light,warm
img4787.jpg,61.76,13.71,13.71,medium,neutral
img5499.jpg,59.08,20.08,26.07,medium,warm
img2490.jpg,68.22,8.66,19.02,medium,unclassified
img3942.jpg,64.5,20.64,24.99,medium,warm
img2484.jpg,63.97,15.44,19.79,medium,warm
img4793.jpg,57.81,16.95,6.88,medium,unclassified
img6184.jpg,62.05,12.7,4.28,medium,unclassified
img578.jpg,68.09,11.9,17.71,medium,neutral
img1833.jpg,64.61,16.78,19.17,medium,warm
img1364.jpg,75.96,8.69,9.8,light,cool
img5102.jpg,87.64,4.98,8.38,light,cool
img3215.jpg,66.5,17.07,23.72,medium,warm
img5664.jpg,56.35,15.62,17.9,medium,warm
img1402.jpg,69.44,14.8,9.8,medium,unclassified
img949.jpg,83.59,9.84,16.69,light,unclassified
img7073.jpg,56.74,24.15,35.03,medium,warm
img6379.jpg,45.12,17.56,18.63,medium,warm
img7067.jpg,65.28,22.63,23.31,medium,warm
img785.jpg,58.6,25.96,23.55,medium,warm
img3201.jpg,62.31,15.25,36.89,medium,warm
img5670.jpg,58.97,17.6,11.54,medium,unclassified
img2679.jpg,51.69,12.69,18.38,medium,neutral
img5116.jpg,65.53,15.63,16.33,medium,warm
img2651.jpg,57.33,15.49,17.97,medium,warm
img4220.jpg,63.63,14.91,17.84,medium,neutral
img2889.jpg,56.9,10.73,10.79,medium,unclassified
img6437.jpg,78.43,14.28,15.24,light,neutral
img975.jpg,69.38,25.06,14.42,medium,unclassified
img6351.jpg,67.25,15.09,19.65,medium,warm
img5880.jpg,51.92,28.62,25.4,medium,warm
img3229.jpg,55.27,24.93,38.22,medium,warm
img5658.jpg,64.97,21.02,32.81,medium,warm
img2137.jpg,57.03,20.52,25.8,medium,warm
img5894.jpg,63.97,14.99,20.1,medium,unclassified
img4552.jpg,35.74,13.12,13.44,dark,neutral
img6345.jpg,54.05,15.87,18.55,medium,warm
img6423.jpg,61.97,19.66,22.57,medium,warm
img4234.jpg,63.52,19.84,26.37,medium,warm
img2876.jpg,54.99,8.64,10.92,medium,cool
img752.jpg,80.22,13.46,13.14,light,neutral
img2862.jpg,56.78,8.83,14.55,medium,unclassified
img2692.jpg,22.52,5.81,1.41,dark,cool
img5843.jpg,59.14,17.72,23.08,medium,warm
img6392.jpg,73.07,17.98,21.04,light,warm
img7098.jpg,49.75,23.65,22.12,medium,warm
img6386.jpg,61.45,18.79,13.54,medium,unclassified
img5857.jpg,56.71,19.97,19.29,medium,warm
img4591.jpg,29.61,14.47,19.82,dark,neutral
img2686.jpg,51.58,9.45,15.37,medium,unclassified
img4590.jpg,63.61,23.2,34.71,medium,warm
img5856.jpg,48.84,14.99,10.35,medium,unclassified
img6387.jpg,76.55,10.17,12.62,light,unclassified
img7099.jpg,62.01,21.14,18.4,medium,warm
img2687.jpg,79.87,6.44,6.12,light,cool
img3599.jpg,74.82,10.19,21.58,light,unclassified
img2693.jpg,57.38,17.55,25.93,medium,warm
img6393.jpg,75.72,13.53,10.29,light,unclassified
img5842.jpg,72.46,19.62,46.24,light,warm
img747.jpg,78.4,12.74,21.61,light,unclassified
img2877.jpg,76.29,7.55,12.22,light,cool
img753.jpg,71.5,11.19,18.23,light,neutral
img6344.jpg,62.45,19.34,15.86,medium,warm
img960.jpg,62.33,16.71,27.69,medium,warm
img2122.jpg,74.5,13.29,14.58,light,neutral
img4553.jpg,58.16,14.36,13.63,medium,neutral
img5895.jpg,70.09,15.89,17.4,light,warm
img4235.jpg,58.39,15.48,17.01,medium,warm
img2644.jpg,58.69,23.79,34.41,medium,warm
img6422.jpg,47.55,22.44,13.85,medium,unclassified
img6436.jpg,63.92,13.68,19.82,medium,neutral
img2888.jpg,64.81,8.4,7.69,medium,cool
img2650.jpg,64.17,18.11,15.09,medium,warm
img5659.jpg,65.29,12.68,15.87,medium,neutral
img4547.jpg,44.36,18.18,13.12,medium,unclassified
img3228.jpg,68.38,18.63,13.36,medium,unclassified
img5881.jpg,75.67,12.77,16.78,light,neutral
img6350.jpg,75.9,7.92,9.55,light,cool
img974.jpg,63.54,22.12,15.13,medium,warm
img5671.jpg,53.34,31.69,24.94,medium,warm
img7066.jpg,67.09,16.1,18.26,medium,warm
img6378.jpg,50.48,17.85,22.42,medium,warm
img1417.jpg,52.84,11.14,11.46,medium,unclassified
img1371.jpg,59.38,12.45,25.56,medium,unclassified
img7700.jpg,48.51,10.99,2.96,medium,unclassified
img3566.jpg,75.95,17.94,14.96,light,unclassified
img4209.jpg,57.66,12.37,13.43,medium,neutral
img5117.jpg,68.47,18.29,25.46,medium,warm
img2678.jpg,47.8,11.99,22.29,medium,unclassified
img5103.jpg,61.19,17.24,21.93,medium,warm
img1365.jpg,67.41,24.8,31.47,medium,warm
img790.jpg,42.9,24.48,25.99,medium,warm
img7072.jpg,64.87,16.86,14.99,medium,unclassified
img948.jpg,75.6,11.65,18.97,light,neutral
img1403.jpg,51.72,8.25,10.06,medium,cool
img5665.jpg,62.3,20.14,19.36,medium,warm
img3214.jpg,71.05,11.05,18.37,light,neutral
img2485.jpg,65.09,16.53,16.31,medium,warm
img3943.jpg,67.97,12.7,14.84,medium,neutral
img1832.jpg,59.93,13.26,13.54,medium,neutral
img6185.jpg,64.68,8.18,8.04,medium,cool
img4792.jpg,59.8,16.52,14.04,medium,unclassified
img5498.jpg,63.86,12.82,24.59,medium,unclassified
img6191.jpg,60.27,11.34,21.93,medium,unclassified
img1198.jpg,61.38,10.22,26.65,medium,unclassified
img2491.jpg,82.12,11.95,18.49,light,neutral
img4976.jpg,58.84,15.39,17.34,medium,warm
img545.jpg,52.76,21.51,20.36,medium,warm
img4962.jpg,51.3,12.9,16.42,medium,neutral
img237.jpg,45.18,11.79,15.69,medium,neutral
img6620.jpg,45.2,17.23,18.22,medium,warm
img2446.jpg,47.39,21.64,16.99,medium,warm
img5329.jpg,60.52,16.67,9.78,medium,unclassified
img3980.jpg,86.14,3.7,6.75,light,cool
img4037.jpg,23.74,5.15,10.22,dark,cool
img3758.jpg,44.92,20.93,16.22,medium,warm
img4989.jpg,59.68,15.9,16.74,medium,warm
img6146.jpg,62.84,8.24,-2.71,medium,cool
img7258.jpg,46.63,19.32,1.11,medium,unclassified
img6152.jpg,58.62,19.62,16.04,medium,warm
img4745.jpg,57.38,18.56,26.04,medium,warm
img2452.jpg,80.34,9.79,19.07,light,unclassified
img4023.jpg,37.56,12.29,14.52,dark,neutral
img6634.jpg,52.04,23.67,11.13,medium,unclassified
img5315.jpg,83.54,2.43,13.68,light,unclassified
img3764.jpg,68.57,10.09,19.64,medium,neutral
img7502.jpg,45.5,12.71,15.96,medium,neutral
img1615.jpg,73.92,9.55,17.41,light,unclassified
img7264.jpg,34.27,19.93,26.54,dark,warm
img586.jpg,70.39,4.15,16.96,light,unclassified
img3002.jpg,76.07,12.73,21.25,light,unclassified
img5473.jpg,56.7,21.27,23.56,medium,warm
img3016.jpg,65.24,10.76,20.26,medium,unclassified
img4779.jpg,68.83,18.2,18.37,medium,warm
img5467.jpg,45.02,17.79,11.24,medium,unclassified
img2308.jpg,53.17,29.33,23.03,medium,warm
img1601.jpg,51.88,13.39,29.17,medium,unclassified
img7270.jpg,59.38,17.27,25.12,medium,warm
img592.jpg,55.05,22.4,24.56,medium,warm
img7516.jpg,44.61,13.27,11.47,medium,unclassified
img6608.jpg,49.86,23.45,22.48,medium,warm
img5301.jpg,36.3,3.51,5.0,dark,cool
img3770.jpg,63.93,26.65,27.94,medium,warm
img4180.jpg,75.54,6.87,9.96,light,cool
img7489.jpg,59.85,24.43,27.49,medium,warm
img6797.jpg,56.12,15.91,16.98,medium,warm
img2297.jpg,66.46,17.87,20.03,medium,warm
img2283.jpg,63.95,12.11,10.43,medium,unclassified
img1952.jpg,49.45,11.86,10.5,medium,unclassified
img6783.jpg,37.89,20.46,28.67,dark,warm
img3823.jpg,49.31,25.65,40.63,medium,warm
img4194.jpg,54.64,12.54,8.72,medium,unclassified
img357.jpg,83.98,11.65,7.86,light,unclassified
img85.jpg,74.7,13.64,14.0,light,neutral
img91.jpg,59.75,18.85,23.71,medium,warm
img6967.jpg,71.38,13.86,5.1,light,unclassified
img343.jpg,65.77,18.96,11.66,medium,unclassified
img6754.jpg,51.57,18.48,23.77,medium,warm
img4143.jpg,49.37,16.59,17.16,medium,warm
img2532.jpg,70.99,11.73,16.65,light,neutral
img2254.jpg,63.8,9.6,13.89,medium,unclassified
img4625.jpg,55.03,13.98,18.24,medium,neutral
img1991.jpg,72.09,10.2,11.82,light,unclassified
img7338.jpg,61.38,20.51,18.47,medium,warm
img6026.jpg,53.8,8.54,14.68,medium,unclassified
img2240.jpg,67.46,12.19,8.62,medium,unclassified
img4631.jpg,49.36,11.21,15.68,medium,neutral
img3638.jpg,68.98,16.42,16.56,medium,warm
img4157.jpg,64.24,16.56,24.86,medium,warm
img5249.jpg,53.42,18.55,22.94,medium,warm
img2526.jpg,79.61,15.46,24.67,light,warm
img6740.jpg,46.95,19.79,15.77,medium,warm
img6998.jpg,37.01,26.27,22.77,dark,warm
img46.jpg,61.55,13.27,25.42,medium,unclassified
img1007.jpg,65.94,16.81,23.8,medium,warm
img6768.jpg,55.67,28.07,33.01,medium,warm
img7476.jpg,65.0,24.3,33.29,medium,warm
img394.jpg,72.75,18.5,15.83,light,warm
img7310.jpg,72.02,14.56,12.44,light,unclassified
img1761.jpg,59.45,8.85,6.85,medium,cool
img5507.jpg,59.01,15.09,14.09,medium,unclassified
img3176.jpg,56.7,16.03,23.54,medium,warm
img3162.jpg,64.96,15.94,3.0,medium,unclassified
img7304.jpg,76.58,15.67,14.52,light,unclassified
img7462.jpg,60.52,22.22,7.57,medium,unclassified
img380.jpg,69.72,14.88,26.16,medium,unclassified
img3604.jpg,66.05,18.81,29.98,medium,warm
img52.jpg,72.59,13.1,14.68,light,neutral
img5275.jpg,65.88,15.84,16.81,medium,warm
img2095.jpg,70.18,23.25,16.3,light,warm
img5922.jpg,39.0,0.81,8.53,dark,cool
img4382.jpg,68.37,14.53,24.23,medium,unclassified
img4396.jpg,65.96,13.22,22.24,medium,unclassified
img5088.jpg,75.23,14.62,17.44,light,neutral
img6581.jpg,60.66,22.43,17.19,medium,warm
img1588.jpg,52.37,18.79,22.73,medium,warm
img2081.jpg,67.9,16.96,15.29,medium,warm
img5936.jpg,61.58,14.31,21.29,medium,unclassified
img2917.jpg,58.6,12.03,17.38,medium,neutral
img155.jpg,65.92,13.62,9.12,medium,unclassified
